Regions	H3K4me3.bam	
scaffold_2:60079716-60089716	2.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;2.0;5.0;4.0;5.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;9.0;12.0;14.0;3.0;6.0;9.0;5.0;4.0;3.0;1.0;2.0;4.0;2.0;5.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0	
scaffold_2:60184400-60194400	0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;3.0;2.0;0.0;0.0;2.0;4.0;3.0;4.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;17.0;20.0;19.0;18.0;15.0;22.0;34.0;39.0;46.0;39.0;35.0;31.0;47.0;36.0;34.0;24.0;20.0;12.0;9.0;12.0;6.0;3.0;3.0;3.0;4.0;8.0;9.0;3.0;3.0;4.0;5.0;3.0;3.0;3.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;2.0	
scaffold_2:60452898-60462898	1.0;3.0;0.0;1.0;1.0;1.0;0.0;2.0;3.0;2.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;3.0;1.0;2.0;2.0;0.0;1.0;2.0;3.0;3.0;2.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;10.0;17.0;8.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;2.0;24.0;32.0;42.0;22.0;22.0;16.0;19.0;9.0;5.0;3.0;2.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;2.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0	
scaffold_2:60462086-60472086	1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;4.0;6.0;6.0;4.0;8.0;13.0;11.0;8.0;4.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;2.0;2.0;1.0;1.0;0.0	
scaffold_2:60536934-60546934	2.0;3.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;4.0;2.0;3.0;3.0;6.0;4.0;6.0;6.0;10.0;15.0;14.0;42.0;62.0;44.0;52.0;48.0;51.0;58.0;47.0;22.0;10.0;8.0;4.0;2.0;2.0;1.0;4.0;5.0;2.0;0.0;0.0;0.0;0.0;1.0;4.0;1.0;4.0;2.0;2.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;5.0;5.0;3.0;2.0;2.0	
scaffold_2:60542258-60552258	52.0;60.0;39.0;21.0;10.0;9.0;2.0;2.0;2.0;1.0;4.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;4.0;3.0;2.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;5.0;5.0;3.0;3.0;5.0;12.0;20.0;29.0;25.0;17.0;13.0;6.0;8.0;6.0;2.0;5.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;1.0;0.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0	
scaffold_2:60608298-60618298	0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;10.0;22.0;37.0;42.0;55.0;41.0;21.0;21.0;16.0;9.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_2:60649518-60659518	0.0;1.0;1.0;1.0;0.0;1.0;2.0;2.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;1.0;0.0;1.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;2.0;1.0;2.0;0.0;2.0;1.0;0.0;2.0;4.0;7.0;17.0;9.0;19.0;19.0;8.0;9.0;7.0;7.0;5.0;3.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_2:60711703-60721703	0.0;1.0;1.0;0.0;1.0;2.0;2.0;3.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;1.0;0.0;5.0;8.0;5.0;10.0;19.0;17.0;11.0;11.0;7.0;4.0;2.0;5.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;6.0;6.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;1.0;3.0;4.0;1.0;0.0;0.0	
scaffold_2:60728871-60738871	3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;3.0;1.0;4.0;7.0;11.0;13.0;16.0;18.0;14.0;15.0;8.0;3.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0	
scaffold_2:60769409-60779409	0.0;3.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;3.0;3.0;6.0;8.0;8.0;9.0;12.0;7.0;4.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0	
scaffold_2:60844073-60854073	0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;4.0;3.0;10.0;11.0;12.0;15.0;11.0;15.0;31.0;35.0;30.0;32.0;26.0;22.0;17.0;11.0;7.0;11.0;2.0;0.0;1.0;2.0;2.0;3.0;2.0;3.0;5.0;5.0;1.0;1.0;2.0;3.0;1.0;1.0;2.0;1.0;2.0;1.0;0.0;3.0;1.0;0.0;4.0;2.0;1.0;3.0;1.0;2.0;2.0;3.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0	
scaffold_2:60901692-60911692	0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;3.0;2.0;3.0;3.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;3.0;3.0;1.0;1.0;2.0;5.0;2.0;11.0;14.0;15.0;17.0;18.0;38.0;35.0;28.0;40.0;22.0;11.0;7.0;3.0;2.0;5.0;4.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;2.0;1.0;3.0;3.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;3.0;3.0;1.0;2.0;2.0	
scaffold_2:60910160-60920160	2.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;2.0;3.0;2.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;7.0;6.0;4.0;9.0;12.0;13.0;10.0;10.0;6.0;1.0;1.0;2.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;1.0;1.0;3.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0	
scaffold_2:60985921-60995921	1.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;10.0;7.0;13.0;13.0;9.0;8.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0	
scaffold_2:61107426-61117426	0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;4.0;3.0;2.0;2.0;0.0;4.0;3.0;5.0;0.0;0.0;2.0;0.0;0.0;3.0;9.0;17.0;17.0;19.0;32.0;38.0;37.0;36.0;32.0;25.0;14.0;12.0;9.0;5.0;1.0;2.0;2.0;1.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_2:61117472-61127472	1.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;6.0;3.0;3.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;2.0;6.0;11.0;6.0;5.0;8.0;12.0;13.0;5.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;5.0;0.0;5.0;4.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0	
scaffold_2:61265370-61275370	1.0;1.0;2.0;1.0;0.0;0.0;1.0;2.0;3.0;4.0;4.0;1.0;2.0;0.0;0.0;4.0;3.0;2.0;3.0;5.0;4.0;3.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;4.0;3.0;0.0;3.0;2.0;4.0;2.0;0.0;4.0;12.0;12.0;19.0;12.0;28.0;48.0;64.0;68.0;83.0;92.0;78.0;76.0;54.0;42.0;33.0;28.0;21.0;2.0;4.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_2:61335155-61345155	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;2.0;4.0;0.0;2.0;2.0;1.0;0.0;0.0;2.0;1.0;0.0;2.0;4.0;4.0;3.0;3.0;3.0;1.0;2.0;4.0;3.0;1.0;3.0;3.0;2.0;1.0;6.0;8.0;7.0;7.0;2.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;3.0	
scaffold_2:61437863-61447863	1.0;0.0;0.0;3.0;3.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;1.0;2.0;2.0;3.0;3.0;4.0;4.0;5.0;8.0;15.0;10.0;14.0;20.0;15.0;11.0;9.0;10.0;10.0;2.0;4.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0;1.0;1.0;3.0;3.0;0.0;1.0;0.0;4.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0	
scaffold_2:61721420-61731420	0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;4.0;1.0;1.0;3.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;2.0;3.0;0.0;1.0;0.0;2.0;3.0;5.0;3.0;7.0;5.0;7.0;5.0;5.0;7.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;3.0;0.0;2.0;1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;0.0;1.0;1.0	
scaffold_2:61899128-61909128	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;4.0;5.0;8.0;8.0;6.0;6.0;6.0;9.0;4.0;1.0;5.0;3.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;1.0;4.0;2.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0	
scaffold_2:62618744-62628744	0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;3.0;3.0;0.0;0.0;3.0;1.0;1.0;1.0;4.0;6.0;7.0;8.0;17.0;31.0;27.0;36.0;33.0;30.0;23.0;15.0;8.0;3.0;2.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0	
scaffold_2:62643683-62653683	0.0;0.0;1.0;0.0;2.0;4.0;3.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;2.0;2.0;5.0;5.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;6.0;18.0;24.0;37.0;67.0;90.0;98.0;84.0;79.0;28.0;17.0;13.0;16.0;13.0;8.0;5.0;5.0;3.0;5.0;6.0;3.0;3.0;2.0;2.0;4.0;4.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;2.0	
scaffold_2:62711408-62721408	0.0;3.0;4.0;1.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;3.0;2.0;2.0;3.0;0.0;1.0;2.0;5.0;5.0;1.0;5.0;11.0;7.0;6.0;10.0;8.0;5.0;15.0;15.0;27.0;32.0;38.0;30.0;41.0;49.0;64.0;53.0;83.0;79.0;100.0;93.0;83.0;67.0;47.0;26.0;14.0;24.0;12.0;19.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;3.0;2.0;0.0;2.0;2.0;0.0;0.0;1.0;2.0;1.0;2.0;1.0;2.0;0.0;1.0;2.0	
scaffold_2:62740346-62750346	0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;2.0;0.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;2.0;5.0;6.0;6.0;16.0;24.0;37.0;33.0;35.0;25.0;27.0;24.0;10.0;3.0;6.0;1.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;5.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;3.0;1.0;2.0;1.0;0.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0	
scaffold_2:62757176-62767176	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;2.0;3.0;4.0;1.0;3.0;4.0;7.0;10.0;8.0;13.0;15.0;24.0;33.0;51.0;61.0;68.0;68.0;59.0;60.0;66.0;51.0;59.0;56.0;56.0;40.0;45.0;54.0;46.0;21.0;20.0;17.0;15.0;15.0;13.0;10.0;4.0;4.0;4.0;3.0;1.0;2.0;2.0;0.0;3.0;2.0;1.0;2.0;0.0;1.0;0.0;2.0;4.0;3.0;5.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;2.0;1.0	
scaffold_2:62824439-62834439	0.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;3.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;8.0;6.0;3.0;6.0;8.0;7.0;12.0;15.0;16.0;16.0;14.0;14.0;11.0;15.0;19.0;17.0;25.0;22.0;37.0;51.0;64.0;66.0;64.0;54.0;56.0;52.0;37.0;27.0;16.0;25.0;19.0;21.0;16.0;11.0;6.0;6.0;2.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;4.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;3.0;2.0;0.0;0.0	
scaffold_2:62844691-62854691	0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;3.0;1.0;0.0;1.0;6.0;15.0;21.0;17.0;20.0;30.0;35.0;36.0;32.0;18.0;8.0;10.0;8.0;6.0;3.0;4.0;4.0;5.0;2.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;1.0;1.0;0.0;2.0;4.0;2.0;2.0;1.0;1.0;2.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0	
scaffold_2:62867114-62877114	0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;2.0;0.0;1.0;2.0;1.0;2.0;2.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;10.0;18.0;16.0;16.0;14.0;19.0;23.0;20.0;16.0;12.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;2.0;2.0;0.0;0.0;3.0;3.0;3.0;1.0;2.0;1.0;1.0	
scaffold_2:62935198-62945198	0.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;3.0;3.0;4.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;5.0;7.0;5.0;7.0;14.0;10.0;9.0;11.0;8.0;3.0;2.0;3.0;1.0;0.0;0.0;3.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;3.0;0.0	
scaffold_2:62945454-62955454	0.0;3.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;4.0;4.0;4.0;4.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;2.0;3.0;3.0;6.0;5.0;9.0;8.0;4.0;5.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;3.0;2.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;4.0	
scaffold_2:63033863-63043863	0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;1.0;3.0;3.0;3.0;1.0;2.0;6.0;12.0;18.0;22.0;16.0;20.0;19.0;10.0;10.0;15.0;11.0;5.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;3.0;3.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
